## Created Pattern      N   immr  imms
-- ----------------     -   ----  ----
02 0000002000000020 --  0    1b    00
02 0000002000000020 --  0    3b    00
01 0000003000000000 --  1    1c    01
02 0000003000000030 --  0    1c    01
02 0000003000000030 --  0    3c    01
01 0000003800000000 --  1    1d    02
02 0000003800000038 --  0    1d    02
02 0000003800000038 --  0    3d    02
01 0000003c00000000 --  1    1e    03
02 0000003c0000003c --  0    1e    03
02 0000003c0000003c --  0    3e    03
01 0000003e00000000 --  1    1f    04
02 0000003e0000003e --  0    1f    04
02 0000003e0000003e --  0    3f    04
01 0000003f00000000 --  1    20    05
02 0000003f0000003f --  0    00    05
02 0000003f0000003f --  0    20    05
01 0000003f80000000 --  1    21    06
01 0000003fc0000000 --  1    22    07
01 0000003fe0000000 --  1    23    08
01 0000003ff0000000 --  1    24    09
01 0000003ff8000000 --  1    25    0a
01 0000003ffc000000 --  1    26    0b
01 0000003ffe000000 --  1    27    0c
01 0000003fff000000 --  1    28    0d
01 0000003fff800000 --  1    29    0e
01 0000003fffc00000 --  1    2a    0f
01 0000003fffe00000 --  1    2b    10
01 0000003ffff00000 --  1    2c    11
01 0000003ffff80000 --  1    2d    12
01 0000003ffffc0000 --  1    2e    13
01 0000003ffffe0000 --  1    2f    14
01 0000003fffff0000 --  1    30    15
01 0000003fffff8000 --  1    31    16
01 0000003fffffc000 --  1    32    17
01 0000003fffffe000 --  1    33    18
01 0000003ffffff000 --  1    34    19
01 0000003ffffff800 --  1    35    1a
01 0000003ffffffc00 --  1    36    1b
01 0000003ffffffe00 --  1    37    1c
01 0000003fffffff00 --  1    38    1d
01 0000003fffffff80 --  1    39    1e
01 0000003fffffffc0 --  1    3a    1f
01 0000003fffffffe0 --  1    3b    20
01 0000003ffffffff0 --  1    3c    21
01 0000003ffffffff8 --  1    3d    22
01 0000003ffffffffc --  1    3e    23
01 0000003ffffffffe --  1    3f    24
01 0000003fffffffff --  1    00    25
01 0000004000000000 --  1    1a    00
02 0000004000000040 --  0    1a    00
02 0000004000000040 --  0    3a    00
01 0000006000000000 --  1    1b    01
02 0000006000000060 --  0    1b    01
02 0000006000000060 --  0    3b    01
01 0000007000000000 --  1    1c    02
02 0000007000000070 --  0    1c    02
02 0000007000000070 --  0    3c    02
01 0000007800000000 --  1    1d    03
02 0000007800000078 --  0    1d    03
02 0000007800000078 --  0    3d    03
01 0000007c00000000 --  1    1e    04
02 0000007c0000007c --  0    1e    04
02 0000007c0000007c --  0    3e    04
01 0000007e00000000 --  1    1f    05
02 0000007e0000007e --  0    1f    05
02 0000007e0000007e --  0    3f    05
01 0000007f00000000 --  1    20    06
02 0000007f0000007f --  0    00    06
02 0000007f0000007f --  0    20    06
01 0000007f80000000 --  1    21    07
01 0000007fc0000000 --  1    22    08
01 0000007fe0000000 --  1    23    09
01 0000007ff0000000 --  1    24    0a
01 0000007ff8000000 --  1    25    0b
01 0000007ffc000000 --  1    26    0c
01 0000007ffe000000 --  1    27    0d
01 0000007fff000000 --  1    28    0e
01 0000007fff800000 --  1    29    0f
01 0000007fffc00000 --  1    2a    10
01 0000007fffe00000 --  1    2b    11
01 0000007ffff00000 --  1    2c    12
01 0000007ffff80000 --  1    2d    13
01 0000007ffffc0000 --  1    2e    14
01 0000007ffffe0000 --  1    2f    15
01 0000007fffff0000 --  1    30    16
01 0000007fffff8000 --  1    31    17
01 0000007fffffc000 --  1    32    18
01 0000007fffffe000 --  1    33    19
01 0000007ffffff000 --  1    34    1a
01 0000007ffffff800 --  1    35    1b
01 0000007ffffffc00 --  1    36    1c
01 0000007ffffffe00 --  1    37    1d
01 0000007fffffff00 --  1    38    1e
01 0000007fffffff80 --  1    39    1f
01 0000007fffffffc0 --  1    3a    20
01 0000007fffffffe0 --  1    3b    21
01 0000007ffffffff0 --  1    3c    22
01 0000007ffffffff8 --  1    3d    23
01 0000007ffffffffc --  1    3e    24
01 0000007ffffffffe --  1    3f    25
01 0000007fffffffff --  1    00    26
01 0000008000000000 --  1    19    00
02 0000008000000080 --  0    19    00
02 0000008000000080 --  0    39    00
01 000000c000000000 --  1    1a    01
02 000000c0000000c0 --  0    1a    01
02 000000c0000000c0 --  0    3a    01
01 000000e000000000 --  1    1b    02
02 000000e0000000e0 --  0    1b    02
02 000000e0000000e0 --  0    3b    02
01 000000f000000000 --  1    1c    03
02 000000f0000000f0 --  0    1c    03
02 000000f0000000f0 --  0    3c    03
01 000000f800000000 --  1    1d    04
02 000000f8000000f8 --  0    1d    04
02 000000f8000000f8 --  0    3d    04
01 000000fc00000000 --  1    1e    05
02 000000fc000000fc --  0    1e    05
02 000000fc000000fc --  0    3e    05
01 000000fe00000000 --  1    1f    06
02 000000fe000000fe --  0    1f    06
02 000000fe000000fe --  0    3f    06
01 000000ff00000000 --  1    20    07
02 000000ff000000ff --  0    00    07
02 000000ff000000ff --  0    20    07
01 000000ff80000000 --  1    21    08
01 000000ffc0000000 --  1    22    09
01 000000ffe0000000 --  1    23    0a
01 000000fff0000000 --  1    24    0b
01 000000fff8000000 --  1    25    0c
01 000000fffc000000 --  1    26    0d
01 000000fffe000000 --  1    27    0e
01 000000ffff000000 --  1    28    0f
01 000000ffff800000 --  1    29    10
01 000000ffffc00000 --  1    2a    11
01 000000ffffe00000 --  1    2b    12
01 000000fffff00000 --  1    2c    13
01 000000fffff80000 --  1    2d    14
01 000000fffffc0000 --  1    2e    15
01 000000fffffe0000 --  1    2f    16
01 000000ffffff0000 --  1    30    17
01 000000ffffff8000 --  1    31    18
01 000000ffffffc000 --  1    32    19
01 000000ffffffe000 --  1    33    1a
01 000000fffffff000 --  1    34    1b
01 000000fffffff800 --  1    35    1c
01 000000fffffffc00 --  1    36    1d
01 000000fffffffe00 --  1    37    1e
01 000000ffffffff00 --  1    38    1f
01 000000ffffffff80 --  1    39    20
01 000000ffffffffc0 --  1    3a    21
01 000000ffffffffe0 --  1    3b    22
01 000000fffffffff0 --  1    3c    23
01 000000fffffffff8 --  1    3d    24
01 000000fffffffffc --  1    3e    25
01 000000fffffffffe --  1    3f    26
01 000000ffffffffff --  1    00    27
01 0000010000000000 --  1    18    00
02 0000010000000100 --  0    18    00
02 0000010000000100 --  0    38    00
01 0000018000000000 --  1    19    01
02 0000018000000180 --  0    19    01
02 0000018000000180 --  0    39    01
01 000001c000000000 --  1    1a    02
02 000001c0000001c0 --  0    1a    02
02 000001c0000001c0 --  0    3a    02
01 000001e000000000 --  1    1b    03
02 000001e0000001e0 --  0    1b    03
02 000001e0000001e0 --  0    3b    03
01 000001f000000000 --  1    1c    04
02 000001f0000001f0 --  0    1c    04
02 000001f0000001f0 --  0    3c    04
01 000001f800000000 --  1    1d    05
02 000001f8000001f8 --  0    1d    05
02 000001f8000001f8 --  0    3d    05
01 000001fc00000000 --  1    1e    06
02 000001fc000001fc --  0    1e    06
02 000001fc000001fc --  0    3e    06
01 000001fe00000000 --  1    1f    07
02 000001fe000001fe --  0    1f    07
02 000001fe000001fe --  0    3f    07
01 000001ff00000000 --  1    20    08
02 000001ff000001ff --  0    00    08
02 000001ff000001ff --  0    20    08
01 000001ff80000000 --  1    21    09
01 000001ffc0000000 --  1    22    0a
01 000001ffe0000000 --  1    23    0b
01 000001fff0000000 --  1    24    0c
01 000001fff8000000 --  1    25    0d
01 000001fffc000000 --  1    26    0e
01 000001fffe000000 --  1    27    0f
01 000001ffff000000 --  1    28    10
01 000001ffff800000 --  1    29    11
01 000001ffffc00000 --  1    2a    12
01 000001ffffe00000 --  1    2b    13
01 000001fffff00000 --  1    2c    14
01 000001fffff80000 --  1    2d    15
01 000001fffffc0000 --  1    2e    16
01 000001fffffe0000 --  1    2f    17
01 000001ffffff0000 --  1    30    18
01 000001ffffff8000 --  1    31    19
01 000001ffffffc000 --  1    32    1a
01 000001ffffffe000 --  1    33    1b
01 000001fffffff000 --  1    34    1c
01 000001fffffff800 --  1    35    1d
01 000001fffffffc00 --  1    36    1e
01 000001fffffffe00 --  1    37    1f
01 000001ffffffff00 --  1    38    20
01 000001ffffffff80 --  1    39    21
01 000001ffffffffc0 --  1    3a    22
01 000001ffffffffe0 --  1    3b    23
01 000001fffffffff0 --  1    3c    24
01 000001fffffffff8 --  1    3d    25
01 000001fffffffffc --  1    3e    26
01 000001fffffffffe --  1    3f    27
01 000001ffffffffff --  1    00    28
01 0000020000000000 --  1    17    00
02 0000020000000200 --  0    17    00
02 0000020000000200 --  0    37    00
01 0000030000000000 --  1    18    01
02 0000030000000300 --  0    18    01
02 0000030000000300 --  0    38    01
01 0000038000000000 --  1    19    02
02 0000038000000380 --  0    19    02
02 0000038000000380 --  0    39    02
01 000003c000000000 --  1    1a    03
02 000003c0000003c0 --  0    1a    03
02 000003c0000003c0 --  0    3a    03
01 000003e000000000 --  1    1b    04
02 000003e0000003e0 --  0    1b    04
02 000003e0000003e0 --  0    3b    04
01 000003f000000000 --  1    1c    05
02 000003f0000003f0 --  0    1c    05
02 000003f0000003f0 --  0    3c    05
01 000003f800000000 --  1    1d    06
02 000003f8000003f8 --  0    1d    06
02 000003f8000003f8 --  0    3d    06
01 000003fc00000000 --  1    1e    07
02 000003fc000003fc --  0    1e    07
02 000003fc000003fc --  0    3e    07
01 000003fe00000000 --  1    1f    08
02 000003fe000003fe --  0    1f    08
02 000003fe000003fe --  0    3f    08
01 000003ff00000000 --  1    20    09
02 000003ff000003ff --  0    00    09
02 000003ff000003ff --  0    20    09
01 000003ff80000000 --  1    21    0a
01 000003ffc0000000 --  1    22    0b
01 000003ffe0000000 --  1    23    0c
01 000003fff0000000 --  1    24    0d
01 000003fff8000000 --  1    25    0e
01 000003fffc000000 --  1    26    0f
01 000003fffe000000 --  1    27    10
01 000003ffff000000 --  1    28    11
01 000003ffff800000 --  1    29    12
01 000003ffffc00000 --  1    2a    13
01 000003ffffe00000 --  1    2b    14
01 000003fffff00000 --  1    2c    15
01 000003fffff80000 --  1    2d    16
01 000003fffffc0000 --  1    2e    17
01 000003fffffe0000 --  1    2f    18
01 000003ffffff0000 --  1    30    19
01 000003ffffff8000 --  1    31    1a
01 000003ffffffc000 --  1    32    1b
01 000003ffffffe000 --  1    33    1c
01 000003fffffff000 --  1    34    1d
01 000003fffffff800 --  1    35    1e
01 000003fffffffc00 --  1    36    1f
01 000003fffffffe00 --  1    37    20
01 000003ffffffff00 --  1    38    21
01 000003ffffffff80 --  1    39    22
01 000003ffffffffc0 --  1    3a    23
01 000003ffffffffe0 --  1    3b    24
01 000003fffffffff0 --  1    3c    25
01 000003fffffffff8 --  1    3d    26
01 000003fffffffffc --  1    3e    27
01 000003fffffffffe --  1    3f    28
01 000003ffffffffff --  1    00    29
01 0000040000000000 --  1    16    00
02 0000040000000400 --  0    16    00
02 0000040000000400 --  0    36    00
01 0000060000000000 --  1    17    01
02 0000060000000600 --  0    17    01
02 0000060000000600 --  0    37    01
01 0000070000000000 --  1    18    02
02 0000070000000700 --  0    18    02
02 0000070000000700 --  0    38    02
01 0000078000000000 --  1    19    03
02 0000078000000780 --  0    19    03
02 0000078000000780 --  0    39    03
01 000007c000000000 --  1    1a    04
02 000007c0000007c0 --  0    1a    04
02 000007c0000007c0 --  0    3a    04
01 000007e000000000 --  1    1b    05
02 000007e0000007e0 --  0    1b    05
02 000007e0000007e0 --  0    3b    05
01 000007f000000000 --  1    1c    06
02 000007f0000007f0 --  0    1c    06
02 000007f0000007f0 --  0    3c    06
01 000007f800000000 --  1    1d    07
02 000007f8000007f8 --  0    1d    07
02 000007f8000007f8 --  0    3d    07
01 000007fc00000000 --  1    1e    08
02 000007fc000007fc --  0    1e    08
02 000007fc000007fc --  0    3e    08
01 000007fe00000000 --  1    1f    09
02 000007fe000007fe --  0    1f    09
02 000007fe000007fe --  0    3f    09
01 000007ff00000000 --  1    20    0a
02 000007ff000007ff --  0    00    0a
02 000007ff000007ff --  0    20    0a
01 000007ff80000000 --  1    21    0b
01 000007ffc0000000 --  1    22    0c
01 000007ffe0000000 --  1    23    0d
01 000007fff0000000 --  1    24    0e
01 000007fff8000000 --  1    25    0f
01 000007fffc000000 --  1    26    10
01 000007fffe000000 --  1    27    11
01 000007ffff000000 --  1    28    12
01 000007ffff800000 --  1    29    13
01 000007ffffc00000 --  1    2a    14
01 000007ffffe00000 --  1    2b    15
01 000007fffff00000 --  1    2c    16
01 000007fffff80000 --  1    2d    17
01 000007fffffc0000 --  1    2e    18
01 000007fffffe0000 --  1    2f    19
01 000007ffffff0000 --  1    30    1a
01 000007ffffff8000 --  1    31    1b
01 000007ffffffc000 --  1    32    1c
01 000007ffffffe000 --  1    33    1d
01 000007fffffff000 --  1    34    1e
01 000007fffffff800 --  1    35    1f
01 000007fffffffc00 --  1    36    20
01 000007fffffffe00 --  1    37    21
01 000007ffffffff00 --  1    38    22
01 000007ffffffff80 --  1    39    23
01 000007ffffffffc0 --  1    3a    24
01 000007ffffffffe0 --  1    3b    25
01 000007fffffffff0 --  1    3c    26
01 000007fffffffff8 --  1    3d    27
01 000007fffffffffc --  1    3e    28
01 000007fffffffffe --  1    3f    29
01 000007ffffffffff --  1    00    2a
01 0000080000000000 --  1    15    00
02 0000080000000800 --  0    15    00
02 0000080000000800 --  0    35    00
01 00000c0000000000 --  1    16    01
02 00000c0000000c00 --  0    16    01
02 00000c0000000c00 --  0    36    01
01 00000e0000000000 --  1    17    02
02 00000e0000000e00 --  0    17    02
02 00000e0000000e00 --  0    37    02
01 00000f0000000000 --  1    18    03
02 00000f0000000f00 --  0    18    03
02 00000f0000000f00 --  0    38    03
01 00000f8000000000 --  1    19    04
02 00000f8000000f80 --  0    19    04
02 00000f8000000f80 --  0    39    04
01 00000fc000000000 --  1    1a    05
02 00000fc000000fc0 --  0    1a    05
02 00000fc000000fc0 --  0    3a    05
01 00000fe000000000 --  1    1b    06
02 00000fe000000fe0 --  0    1b    06
02 00000fe000000fe0 --  0    3b    06
01 00000ff000000000 --  1    1c    07
02 00000ff000000ff0 --  0    1c    07
02 00000ff000000ff0 --  0    3c    07
01 00000ff800000000 --  1    1d    08
02 00000ff800000ff8 --  0    1d    08
02 00000ff800000ff8 --  0    3d    08
01 00000ffc00000000 --  1    1e    09
02 00000ffc00000ffc --  0    1e    09
02 00000ffc00000ffc --  0    3e    09
01 00000ffe00000000 --  1    1f    0a
02 00000ffe00000ffe --  0    1f    0a
02 00000ffe00000ffe --  0    3f    0a
01 00000fff00000000 --  1    20    0b
02 00000fff00000fff --  0    00    0b
02 00000fff00000fff --  0    20    0b
01 00000fff80000000 --  1    21    0c
01 00000fffc0000000 --  1    22    0d
01 00000fffe0000000 --  1    23    0e
01 00000ffff0000000 --  1    24    0f
01 00000ffff8000000 --  1    25    10
01 00000ffffc000000 --  1    26    11
01 00000ffffe000000 --  1    27    12
01 00000fffff000000 --  1    28    13
01 00000fffff800000 --  1    29    14
01 00000fffffc00000 --  1    2a    15
01 00000fffffe00000 --  1    2b    16
01 00000ffffff00000 --  1    2c    17
01 00000ffffff80000 --  1    2d    18
01 00000ffffffc0000 --  1    2e    19
01 00000ffffffe0000 --  1    2f    1a
01 00000fffffff0000 --  1    30    1b
01 00000fffffff8000 --  1    31    1c
01 00000fffffffc000 --  1    32    1d
01 00000fffffffe000 --  1    33    1e
01 00000ffffffff000 --  1    34    1f
01 00000ffffffff800 --  1    35    20
01 00000ffffffffc00 --  1    36    21
01 00000ffffffffe00 --  1    37    22
01 00000fffffffff00 --  1    38    23
01 00000fffffffff80 --  1    39    24
01 00000fffffffffc0 --  1    3a    25
01 00000fffffffffe0 --  1    3b    26
01 00000ffffffffff0 --  1    3c    27
01 00000ffffffffff8 --  1    3d    28
01 00000ffffffffffc --  1    3e    29
01 00000ffffffffffe --  1    3f    2a
01 00000fffffffffff --  1    00    2b
01 0000100000000000 --  1    14    00
02 0000100000001000 --  0    14    00
02 0000100000001000 --  0    34    00
01 0000180000000000 --  1    15    01
02 0000180000001800 --  0    15    01
02 0000180000001800 --  0    35    01
01 00001c0000000000 --  1    16    02
02 00001c0000001c00 --  0    16    02
02 00001c0000001c00 --  0    36    02
01 00001e0000000000 --  1    17    03
02 00001e0000001e00 --  0    17    03
02 00001e0000001e00 --  0    37    03
01 00001f0000000000 --  1    18    04
02 00001f0000001f00 --  0    18    04
02 00001f0000001f00 --  0    38    04
01 00001f8000000000 --  1    19    05
02 00001f8000001f80 --  0    19    05
02 00001f8000001f80 --  0    39    05
01 00001fc000000000 --  1    1a    06
02 00001fc000001fc0 --  0    1a    06
02 00001fc000001fc0 --  0    3a    06
01 00001fe000000000 --  1    1b    07
02 00001fe000001fe0 --  0    1b    07
02 00001fe000001fe0 --  0    3b    07
01 00001ff000000000 --  1    1c    08
02 00001ff000001ff0 --  0    1c    08
02 00001ff000001ff0 --  0    3c    08
01 00001ff800000000 --  1    1d    09
02 00001ff800001ff8 --  0    1d    09
02 00001ff800001ff8 --  0    3d    09
01 00001ffc00000000 --  1    1e    0a
02 00001ffc00001ffc --  0    1e    0a
02 00001ffc00001ffc --  0    3e    0a
01 00001ffe00000000 --  1    1f    0b
02 00001ffe00001ffe --  0    1f    0b
02 00001ffe00001ffe --  0    3f    0b
01 00001fff00000000 --  1    20    0c
02 00001fff00001fff --  0    00    0c
02 00001fff00001fff --  0    20    0c
