Created Pattern  ##     N   immr  imms
0000002000000020 02 --  0    1b    00
0000002000000020 02 --  0    3b    00
0000003000000000 01 --  1    1c    01
0000003000000030 02 --  0    1c    01
0000003000000030 02 --  0    3c    01
0000003800000000 01 --  1    1d    02
0000003800000038 02 --  0    1d    02
0000003800000038 02 --  0    3d    02
0000003c00000000 01 --  1    1e    03
0000003c0000003c 02 --  0    1e    03
0000003c0000003c 02 --  0    3e    03
0000003e00000000 01 --  1    1f    04
0000003e0000003e 02 --  0    1f    04
0000003e0000003e 02 --  0    3f    04
0000003f00000000 01 --  1    20    05
0000003f0000003f 02 --  0    00    05
0000003f0000003f 02 --  0    20    05
0000003f80000000 01 --  1    21    06
0000003fc0000000 01 --  1    22    07
0000003fe0000000 01 --  1    23    08
0000003ff0000000 01 --  1    24    09
0000003ff8000000 01 --  1    25    0a
0000003ffc000000 01 --  1    26    0b
0000003ffe000000 01 --  1    27    0c
0000003fff000000 01 --  1    28    0d
0000003fff800000 01 --  1    29    0e
0000003fffc00000 01 --  1    2a    0f
0000003fffe00000 01 --  1    2b    10
0000003ffff00000 01 --  1    2c    11
0000003ffff80000 01 --  1    2d    12
0000003ffffc0000 01 --  1    2e    13
0000003ffffe0000 01 --  1    2f    14
0000003fffff0000 01 --  1    30    15
0000003fffff8000 01 --  1    31    16
0000003fffffc000 01 --  1    32    17
0000003fffffe000 01 --  1    33    18
0000003ffffff000 01 --  1    34    19
0000003ffffff800 01 --  1    35    1a
0000003ffffffc00 01 --  1    36    1b
0000003ffffffe00 01 --  1    37    1c
0000003fffffff00 01 --  1    38    1d
0000003fffffff80 01 --  1    39    1e
0000003fffffffc0 01 --  1    3a    1f
0000003fffffffe0 01 --  1    3b    20
0000003ffffffff0 01 --  1    3c    21
0000003ffffffff8 01 --  1    3d    22
0000003ffffffffc 01 --  1    3e    23
0000003ffffffffe 01 --  1    3f    24
0000003fffffffff 01 --  1    00    25
0000004000000000 01 --  1    1a    00
0000004000000040 02 --  0    1a    00
0000004000000040 02 --  0    3a    00
0000006000000000 01 --  1    1b    01
0000006000000060 02 --  0    1b    01
0000006000000060 02 --  0    3b    01
0000007000000000 01 --  1    1c    02
0000007000000070 02 --  0    1c    02
0000007000000070 02 --  0    3c    02
0000007800000000 01 --  1    1d    03
0000007800000078 02 --  0    1d    03
0000007800000078 02 --  0    3d    03
0000007c00000000 01 --  1    1e    04
0000007c0000007c 02 --  0    1e    04
0000007c0000007c 02 --  0    3e    04
0000007e00000000 01 --  1    1f    05
0000007e0000007e 02 --  0    1f    05
0000007e0000007e 02 --  0    3f    05
0000007f00000000 01 --  1    20    06
0000007f0000007f 02 --  0    00    06
0000007f0000007f 02 --  0    20    06
0000007f80000000 01 --  1    21    07
0000007fc0000000 01 --  1    22    08
0000007fe0000000 01 --  1    23    09
0000007ff0000000 01 --  1    24    0a
0000007ff8000000 01 --  1    25    0b
0000007ffc000000 01 --  1    26    0c
0000007ffe000000 01 --  1    27    0d
0000007fff000000 01 --  1    28    0e
0000007fff800000 01 --  1    29    0f
0000007fffc00000 01 --  1    2a    10
0000007fffe00000 01 --  1    2b    11
0000007ffff00000 01 --  1    2c    12
0000007ffff80000 01 --  1    2d    13
0000007ffffc0000 01 --  1    2e    14
0000007ffffe0000 01 --  1    2f    15
0000007fffff0000 01 --  1    30    16
0000007fffff8000 01 --  1    31    17
0000007fffffc000 01 --  1    32    18
0000007fffffe000 01 --  1    33    19
0000007ffffff000 01 --  1    34    1a
0000007ffffff800 01 --  1    35    1b
0000007ffffffc00 01 --  1    36    1c
0000007ffffffe00 01 --  1    37    1d
0000007fffffff00 01 --  1    38    1e
0000007fffffff80 01 --  1    39    1f
0000007fffffffc0 01 --  1    3a    20
0000007fffffffe0 01 --  1    3b    21
0000007ffffffff0 01 --  1    3c    22
0000007ffffffff8 01 --  1    3d    23
0000007ffffffffc 01 --  1    3e    24
0000007ffffffffe 01 --  1    3f    25
0000007fffffffff 01 --  1    00    26
0000008000000000 01 --  1    19    00
0000008000000080 02 --  0    19    00
0000008000000080 02 --  0    39    00
000000c000000000 01 --  1    1a    01
000000c0000000c0 02 --  0    1a    01
000000c0000000c0 02 --  0    3a    01
000000e000000000 01 --  1    1b    02
000000e0000000e0 02 --  0    1b    02
000000e0000000e0 02 --  0    3b    02
000000f000000000 01 --  1    1c    03
000000f0000000f0 02 --  0    1c    03
000000f0000000f0 02 --  0    3c    03
000000f800000000 01 --  1    1d    04
000000f8000000f8 02 --  0    1d    04
000000f8000000f8 02 --  0    3d    04
000000fc00000000 01 --  1    1e    05
000000fc000000fc 02 --  0    1e    05
000000fc000000fc 02 --  0    3e    05
000000fe00000000 01 --  1    1f    06
000000fe000000fe 02 --  0    1f    06
000000fe000000fe 02 --  0    3f    06
000000ff00000000 01 --  1    20    07
000000ff000000ff 02 --  0    00    07
000000ff000000ff 02 --  0    20    07
000000ff80000000 01 --  1    21    08
000000ffc0000000 01 --  1    22    09
000000ffe0000000 01 --  1    23    0a
000000fff0000000 01 --  1    24    0b
000000fff8000000 01 --  1    25    0c
000000fffc000000 01 --  1    26    0d
000000fffe000000 01 --  1    27    0e
000000ffff000000 01 --  1    28    0f
000000ffff800000 01 --  1    29    10
000000ffffc00000 01 --  1    2a    11
000000ffffe00000 01 --  1    2b    12
000000fffff00000 01 --  1    2c    13
000000fffff80000 01 --  1    2d    14
000000fffffc0000 01 --  1    2e    15
000000fffffe0000 01 --  1    2f    16
000000ffffff0000 01 --  1    30    17
000000ffffff8000 01 --  1    31    18
000000ffffffc000 01 --  1    32    19
000000ffffffe000 01 --  1    33    1a
000000fffffff000 01 --  1    34    1b
000000fffffff800 01 --  1    35    1c
000000fffffffc00 01 --  1    36    1d
000000fffffffe00 01 --  1    37    1e
000000ffffffff00 01 --  1    38    1f
000000ffffffff80 01 --  1    39    20
000000ffffffffc0 01 --  1    3a    21
000000ffffffffe0 01 --  1    3b    22
000000fffffffff0 01 --  1    3c    23
000000fffffffff8 01 --  1    3d    24
000000fffffffffc 01 --  1    3e    25
000000fffffffffe 01 --  1    3f    26
000000ffffffffff 01 --  1    00    27
0000010000000000 01 --  1    18    00
0000010000000100 02 --  0    18    00
0000010000000100 02 --  0    38    00
0000018000000000 01 --  1    19    01
0000018000000180 02 --  0    19    01
0000018000000180 02 --  0    39    01
000001c000000000 01 --  1    1a    02
000001c0000001c0 02 --  0    1a    02
000001c0000001c0 02 --  0    3a    02
000001e000000000 01 --  1    1b    03
000001e0000001e0 02 --  0    1b    03
000001e0000001e0 02 --  0    3b    03
000001f000000000 01 --  1    1c    04
000001f0000001f0 02 --  0    1c    04
000001f0000001f0 02 --  0    3c    04
000001f800000000 01 --  1    1d    05
000001f8000001f8 02 --  0    1d    05
000001f8000001f8 02 --  0    3d    05
000001fc00000000 01 --  1    1e    06
000001fc000001fc 02 --  0    1e    06
000001fc000001fc 02 --  0    3e    06
000001fe00000000 01 --  1    1f    07
000001fe000001fe 02 --  0    1f    07
000001fe000001fe 02 --  0    3f    07
000001ff00000000 01 --  1    20    08
000001ff000001ff 02 --  0    00    08
000001ff000001ff 02 --  0    20    08
000001ff80000000 01 --  1    21    09
000001ffc0000000 01 --  1    22    0a
000001ffe0000000 01 --  1    23    0b
000001fff0000000 01 --  1    24    0c
000001fff8000000 01 --  1    25    0d
000001fffc000000 01 --  1    26    0e
000001fffe000000 01 --  1    27    0f
000001ffff000000 01 --  1    28    10
000001ffff800000 01 --  1    29    11
000001ffffc00000 01 --  1    2a    12
000001ffffe00000 01 --  1    2b    13
000001fffff00000 01 --  1    2c    14
000001fffff80000 01 --  1    2d    15
000001fffffc0000 01 --  1    2e    16
000001fffffe0000 01 --  1    2f    17
000001ffffff0000 01 --  1    30    18
000001ffffff8000 01 --  1    31    19
000001ffffffc000 01 --  1    32    1a
000001ffffffe000 01 --  1    33    1b
000001fffffff000 01 --  1    34    1c
000001fffffff800 01 --  1    35    1d
000001fffffffc00 01 --  1    36    1e
000001fffffffe00 01 --  1    37    1f
000001ffffffff00 01 --  1    38    20
000001ffffffff80 01 --  1    39    21
000001ffffffffc0 01 --  1    3a    22
000001ffffffffe0 01 --  1    3b    23
000001fffffffff0 01 --  1    3c    24
000001fffffffff8 01 --  1    3d    25
000001fffffffffc 01 --  1    3e    26
000001fffffffffe 01 --  1    3f    27
000001ffffffffff 01 --  1    00    28
0000020000000000 01 --  1    17    00
0000020000000200 02 --  0    17    00
0000020000000200 02 --  0    37    00
0000030000000000 01 --  1    18    01
0000030000000300 02 --  0    18    01
0000030000000300 02 --  0    38    01
0000038000000000 01 --  1    19    02
0000038000000380 02 --  0    19    02
0000038000000380 02 --  0    39    02
000003c000000000 01 --  1    1a    03
000003c0000003c0 02 --  0    1a    03
000003c0000003c0 02 --  0    3a    03
000003e000000000 01 --  1    1b    04
000003e0000003e0 02 --  0    1b    04
000003e0000003e0 02 --  0    3b    04
000003f000000000 01 --  1    1c    05
000003f0000003f0 02 --  0    1c    05
000003f0000003f0 02 --  0    3c    05
000003f800000000 01 --  1    1d    06
000003f8000003f8 02 --  0    1d    06
000003f8000003f8 02 --  0    3d    06
000003fc00000000 01 --  1    1e    07
000003fc000003fc 02 --  0    1e    07
000003fc000003fc 02 --  0    3e    07
000003fe00000000 01 --  1    1f    08
000003fe000003fe 02 --  0    1f    08
000003fe000003fe 02 --  0    3f    08
000003ff00000000 01 --  1    20    09
000003ff000003ff 02 --  0    00    09
000003ff000003ff 02 --  0    20    09
000003ff80000000 01 --  1    21    0a
000003ffc0000000 01 --  1    22    0b
000003ffe0000000 01 --  1    23    0c
000003fff0000000 01 --  1    24    0d
000003fff8000000 01 --  1    25    0e
000003fffc000000 01 --  1    26    0f
000003fffe000000 01 --  1    27    10
000003ffff000000 01 --  1    28    11
000003ffff800000 01 --  1    29    12
000003ffffc00000 01 --  1    2a    13
000003ffffe00000 01 --  1    2b    14
000003fffff00000 01 --  1    2c    15
000003fffff80000 01 --  1    2d    16
000003fffffc0000 01 --  1    2e    17
000003fffffe0000 01 --  1    2f    18
000003ffffff0000 01 --  1    30    19
000003ffffff8000 01 --  1    31    1a
000003ffffffc000 01 --  1    32    1b
000003ffffffe000 01 --  1    33    1c
000003fffffff000 01 --  1    34    1d
000003fffffff800 01 --  1    35    1e
000003fffffffc00 01 --  1    36    1f
000003fffffffe00 01 --  1    37    20
000003ffffffff00 01 --  1    38    21
000003ffffffff80 01 --  1    39    22
000003ffffffffc0 01 --  1    3a    23
000003ffffffffe0 01 --  1    3b    24
000003fffffffff0 01 --  1    3c    25
000003fffffffff8 01 --  1    3d    26
000003fffffffffc 01 --  1    3e    27
000003fffffffffe 01 --  1    3f    28
000003ffffffffff 01 --  1    00    29
0000040000000000 01 --  1    16    00
0000040000000400 02 --  0    16    00
0000040000000400 02 --  0    36    00
0000060000000000 01 --  1    17    01
0000060000000600 02 --  0    17    01
0000060000000600 02 --  0    37    01
0000070000000000 01 --  1    18    02
0000070000000700 02 --  0    18    02
0000070000000700 02 --  0    38    02
0000078000000000 01 --  1    19    03
0000078000000780 02 --  0    19    03
0000078000000780 02 --  0    39    03
000007c000000000 01 --  1    1a    04
000007c0000007c0 02 --  0    1a    04
000007c0000007c0 02 --  0    3a    04
000007e000000000 01 --  1    1b    05
000007e0000007e0 02 --  0    1b    05
000007e0000007e0 02 --  0    3b    05
000007f000000000 01 --  1    1c    06
000007f0000007f0 02 --  0    1c    06
000007f0000007f0 02 --  0    3c    06
000007f800000000 01 --  1    1d    07
000007f8000007f8 02 --  0    1d    07
000007f8000007f8 02 --  0    3d    07
000007fc00000000 01 --  1    1e    08
000007fc000007fc 02 --  0    1e    08
000007fc000007fc 02 --  0    3e    08
000007fe00000000 01 --  1    1f    09
000007fe000007fe 02 --  0    1f    09
000007fe000007fe 02 --  0    3f    09
000007ff00000000 01 --  1    20    0a
000007ff000007ff 02 --  0    00    0a
000007ff000007ff 02 --  0    20    0a
000007ff80000000 01 --  1    21    0b
000007ffc0000000 01 --  1    22    0c
000007ffe0000000 01 --  1    23    0d
000007fff0000000 01 --  1    24    0e
000007fff8000000 01 --  1    25    0f
000007fffc000000 01 --  1    26    10
000007fffe000000 01 --  1    27    11
000007ffff000000 01 --  1    28    12
000007ffff800000 01 --  1    29    13
000007ffffc00000 01 --  1    2a    14
000007ffffe00000 01 --  1    2b    15
000007fffff00000 01 --  1    2c    16
000007fffff80000 01 --  1    2d    17
000007fffffc0000 01 --  1    2e    18
000007fffffe0000 01 --  1    2f    19
000007ffffff0000 01 --  1    30    1a
000007ffffff8000 01 --  1    31    1b
000007ffffffc000 01 --  1    32    1c
000007ffffffe000 01 --  1    33    1d
000007fffffff000 01 --  1    34    1e
000007fffffff800 01 --  1    35    1f
000007fffffffc00 01 --  1    36    20
000007fffffffe00 01 --  1    37    21
000007ffffffff00 01 --  1    38    22
000007ffffffff80 01 --  1    39    23
000007ffffffffc0 01 --  1    3a    24
000007ffffffffe0 01 --  1    3b    25
000007fffffffff0 01 --  1    3c    26
000007fffffffff8 01 --  1    3d    27
000007fffffffffc 01 --  1    3e    28
000007fffffffffe 01 --  1    3f    29
000007ffffffffff 01 --  1    00    2a
0000080000000000 01 --  1    15    00
0000080000000800 02 --  0    15    00
0000080000000800 02 --  0    35    00
00000c0000000000 01 --  1    16    01
00000c0000000c00 02 --  0    16    01
00000c0000000c00 02 --  0    36    01
00000e0000000000 01 --  1    17    02
00000e0000000e00 02 --  0    17    02
00000e0000000e00 02 --  0    37    02
00000f0000000000 01 --  1    18    03
00000f0000000f00 02 --  0    18    03
00000f0000000f00 02 --  0    38    03
00000f8000000000 01 --  1    19    04
00000f8000000f80 02 --  0    19    04
00000f8000000f80 02 --  0    39    04
00000fc000000000 01 --  1    1a    05
00000fc000000fc0 02 --  0    1a    05
00000fc000000fc0 02 --  0    3a    05
00000fe000000000 01 --  1    1b    06
00000fe000000fe0 02 --  0    1b    06
00000fe000000fe0 02 --  0    3b    06
00000ff000000000 01 --  1    1c    07
00000ff000000ff0 02 --  0    1c    07
00000ff000000ff0 02 --  0    3c    07
00000ff800000000 01 --  1    1d    08
00000ff800000ff8 02 --  0    1d    08
00000ff800000ff8 02 --  0    3d    08
00000ffc00000000 01 --  1    1e    09
00000ffc00000ffc 02 --  0    1e    09
00000ffc00000ffc 02 --  0    3e    09
00000ffe00000000 01 --  1    1f    0a
00000ffe00000ffe 02 --  0    1f    0a
00000ffe00000ffe 02 --  0    3f    0a
00000fff00000000 01 --  1    20    0b
00000fff00000fff 02 --  0    00    0b
00000fff00000fff 02 --  0    20    0b
00000fff80000000 01 --  1    21    0c
00000fffc0000000 01 --  1    22    0d
00000fffe0000000 01 --  1    23    0e
00000ffff0000000 01 --  1    24    0f
00000ffff8000000 01 --  1    25    10
00000ffffc000000 01 --  1    26    11
00000ffffe000000 01 --  1    27    12
00000fffff000000 01 --  1    28    13
00000fffff800000 01 --  1    29    14
00000fffffc00000 01 --  1    2a    15
00000fffffe00000 01 --  1    2b    16
00000ffffff00000 01 --  1    2c    17
00000ffffff80000 01 --  1    2d    18
00000ffffffc0000 01 --  1    2e    19
00000ffffffe0000 01 --  1    2f    1a
00000fffffff0000 01 --  1    30    1b
00000fffffff8000 01 --  1    31    1c
00000fffffffc000 01 --  1    32    1d
00000fffffffe000 01 --  1    33    1e
00000ffffffff000 01 --  1    34    1f
00000ffffffff800 01 --  1    35    20
00000ffffffffc00 01 --  1    36    21
00000ffffffffe00 01 --  1    37    22
00000fffffffff00 01 --  1    38    23
00000fffffffff80 01 --  1    39    24
00000fffffffffc0 01 --  1    3a    25
00000fffffffffe0 01 --  1    3b    26
00000ffffffffff0 01 --  1    3c    27
00000ffffffffff8 01 --  1    3d    28
00000ffffffffffc 01 --  1    3e    29
00000ffffffffffe 01 --  1    3f    2a
00000fffffffffff 01 --  1    00    2b
0000100000000000 01 --  1    14    00
0000100000001000 02 --  0    14    00
0000100000001000 02 --  0    34    00
0000180000000000 01 --  1    15    01
0000180000001800 02 --  0    15    01
0000180000001800 02 --  0    35    01
00001c0000000000 01 --  1    16    02
00001c0000001c00 02 --  0    16    02
00001c0000001c00 02 --  0    36    02
00001e0000000000 01 --  1    17    03
00001e0000001e00 02 --  0    17    03
00001e0000001e00 02 --  0    37    03
00001f0000000000 01 --  1    18    04
00001f0000001f00 02 --  0    18    04
00001f0000001f00 02 --  0    38    04
00001f8000000000 01 --  1    19    05
00001f8000001f80 02 --  0    19    05
00001f8000001f80 02 --  0    39    05
00001fc000000000 01 --  1    1a    06
00001fc000001fc0 02 --  0    1a    06
00001fc000001fc0 02 --  0    3a    06
00001fe000000000 01 --  1    1b    07
00001fe000001fe0 02 --  0    1b    07
00001fe000001fe0 02 --  0    3b    07
00001ff000000000 01 --  1    1c    08
00001ff000001ff0 02 --  0    1c    08
00001ff000001ff0 02 --  0    3c    08
00001ff800000000 01 --  1    1d    09
00001ff800001ff8 02 --  0    1d    09
00001ff800001ff8 02 --  0    3d    09
00001ffc00000000 01 --  1    1e    0a
00001ffc00001ffc 02 --  0    1e    0a
00001ffc00001ffc 02 --  0    3e    0a
00001ffe00000000 01 --  1    1f    0b
00001ffe00001ffe 02 --  0    1f    0b
00001ffe00001ffe 02 --  0    3f    0b
00001fff00000000 01 --  1    20    0c
00001fff00001fff 02 --  0    00    0c
